Gene 1,Gene 2
6402.0,2885.0
3717.0,2885.0
5788.0,2885.0
302.0,2885.0
240.0,2885.0
4582.0,2885.0
4804.0,2885.0
3183.0,2885.0
1398.0,2885.0
2017.0,2885.0
1436.0,2885.0
1144.0,2885.0
5148.0,2885.0
5782.0,2885.0
4068.0,2885.0
11183.0,2885.0
8751.0,2885.0
4952.0,2885.0
2889.0,2885.0
2047.0,2885.0
5791.0,2885.0
6640.0,2885.0
597.0,2885.0
5913.0,2885.0
11184.0,2885.0
1840.0,2885.0
6300.0,2885.0
5287.0,2885.0
9101.0,2885.0
8626.0,2885.0
9112.0,2885.0
10825.0,2885.0
10461.0,2885.0
10163.0,2885.0
10188.0,2885.0
10252.0,2885.0
54900.0,2885.0
8867.0,2885.0
51517.0,2885.0
8871.0,2885.0
25970.0,2885.0
57504.0,2885.0
259215.0,2885.0
202559.0,2885.0
80306.0,2885.0
92799.0,2885.0
10617.0,2885.0
1132.0,2885.0
930.0,2885.0
25759.0,2885.0
399694.0,2885.0
55114.0,2885.0
2886.0,7010.0
8651.0,7010.0
5781.0,7010.0
7010.0,7010.0
7075.0,7010.0
2888.0,7010.0
6777.0,7010.0
6776.0,7010.0
79155.0,7010.0
284.0,7010.0
285.0,7010.0
51378.0,7010.0
9068.0,7010.0
9046.0,7010.0
2886.0,5747.0
2185.0,5747.0
6714.0,5747.0
3932.0,5747.0
5747.0,5747.0
2048.0,5747.0
4739.0,5747.0
8554.0,5747.0
10580.0,5747.0
10519.0,5747.0
2932.0,5747.0
28964.0,5747.0
5310.0,5747.0
8440.0,5747.0
1785.0,5747.0
23162.0,5747.0
7132.0,5747.0
5794.0,5747.0
961.0,5747.0
1234.0,5747.0
4738.0,5747.0
7205.0,5747.0
5979.0,5747.0
2324.0,5747.0
3691.0,5747.0
7041.0,5747.0
1398.0,5747.0
5782.0,5747.0
274.0,5747.0
50807.0,5747.0
9404.0,5747.0
64780.0,5747.0
3778.0,5747.0
10278.0,5747.0
7852.0,5747.0
3643.0,5747.0
3507.0,5747.0
974.0,5747.0
1464.0,5747.0
23092.0,5747.0
9821.0,5747.0
5500.0,5747.0
7145.0,5747.0
3002.0,5747.0
58512.0,5747.0
2886.0,9020.0
2887.0,9020.0
2888.0,9020.0
6416.0,9020.0
3320.0,9020.0
7187.0,9020.0
1326.0,9020.0
246330.0,9020.0
9020.0,9020.0
6128.0,9020.0
2091.0,9020.0
249.0,9020.0
6156.0,9020.0
6205.0,9020.0
6207.0,9020.0
6124.0,9020.0
2886.0,1956.0
3732.0,1956.0
54206.0,1956.0
7409.0,1956.0
2185.0,1956.0
8651.0,1956.0
868.0,1956.0
5295.0,1956.0
5781.0,1956.0
5777.0,1956.0
5578.0,1956.0
6714.0,1956.0
2887.0,1956.0
5747.0,1956.0
10451.0,1956.0
6464.0,1956.0
6654.0,1956.0
4690.0,1956.0
23624.0,1956.0
1051.0,1956.0
5580.0,1956.0
3636.0,1956.0
5566.0,1956.0
5359.0,1956.0
7534.0,1956.0
815.0,1956.0
5159.0,1956.0
2065.0,1956.0
5306.0,1956.0
5795.0,1956.0
6655.0,1956.0
30837.0,1956.0
999.0,1956.0
834.0,1956.0
6642.0,1956.0
2888.0,1956.0
8440.0,1956.0
5771.0,1956.0
6643.0,1956.0
8723.0,1956.0
2059.0,1956.0
58533.0,1956.0
9021.0,1956.0
3371.0,1956.0
5802.0,1956.0
5573.0,1956.0
2547.0,1956.0
2241.0,1956.0
6776.0,1956.0
818.0,1956.0
859.0,1956.0
1956.0,1956.0
3064.0,1956.0
3717.0,1956.0
5753.0,1956.0
11184.0,1956.0
5287.0,1956.0
10188.0,1956.0
8737.0,1956.0
53358.0,1956.0
9046.0,1956.0
6633.0,1956.0
2069.0,1956.0
634.0,1956.0
7082.0,1956.0
268.0,1956.0
2099.0,1956.0
10015.0,1956.0
3875.0,1956.0
9020.0,1956.0
2771.0,1956.0
10045.0,1956.0
3856.0,1956.0
3678.0,1956.0
819.0,1956.0
3872.0,1956.0
685.0,1956.0
7039.0,1956.0
185.0,1956.0
301.0,1956.0
152189.0,1956.0
3855.0,1956.0
378.0,1956.0
83481.0,1956.0
8560.0,1956.0
2886.0,3643.0
7409.0,3643.0
3265.0,3643.0
8651.0,3643.0
5781.0,3643.0
5578.0,3643.0
2887.0,3643.0
1399.0,3643.0
10603.0,3643.0
3630.0,3643.0
10451.0,3643.0
5595.0,3643.0
4087.0,3643.0
5580.0,3643.0
10580.0,3643.0
10818.0,3643.0
7529.0,3643.0
8503.0,3643.0
5792.0,3643.0
5770.0,3643.0
6642.0,3643.0
2888.0,3643.0
5771.0,3643.0
6643.0,3643.0
8723.0,3643.0
857.0,3643.0
58533.0,3643.0
9021.0,3643.0
52.0,3643.0
10492.0,3643.0
5788.0,3643.0
1398.0,3643.0
5894.0,3643.0
5782.0,3643.0
25970.0,3643.0
3643.0,3643.0
634.0,3643.0
4085.0,3643.0
3480.0,3643.0
375.0,3643.0
55816.0,3643.0
342574.0,3643.0
3645.0,3643.0
5167.0,3643.0
2886.0,5979.0
867.0,5979.0
5335.0,5979.0
5295.0,5979.0
5781.0,5979.0
6714.0,5979.0
2887.0,5979.0
1796.0,5979.0
6464.0,5979.0
79930.0,5979.0
10818.0,5979.0
2549.0,5979.0
9260.0,5979.0
5979.0,5979.0
55715.0,5979.0
53358.0,5979.0
9046.0,5979.0
2674.0,5979.0
55816.0,5979.0
4902.0,5979.0
5058.0,5335.0
6850.0,5335.0
6461.0,5335.0
3937.0,5335.0
6452.0,5335.0
27040.0,5335.0
5175.0,5335.0
4486.0,5335.0
4067.0,5335.0
5781.0,5335.0
6714.0,5335.0
7454.0,5335.0
5747.0,5335.0
25.0,5335.0
10451.0,5335.0
2321.0,5335.0
6654.0,5335.0
4690.0,5335.0
10657.0,5335.0
5587.0,5335.0
2263.0,5335.0
7535.0,5335.0
3702.0,5335.0
5586.0,5335.0
5159.0,5335.0
940.0,5335.0
2965.0,5335.0
6853.0,5335.0
8660.0,5335.0
2549.0,5335.0
116986.0,5335.0
5156.0,5335.0
4914.0,5335.0
4916.0,5335.0
5306.0,5335.0
780.0,5335.0
5795.0,5335.0
7275.0,5335.0
6655.0,5335.0
8525.0,5335.0
5338.0,5335.0
8301.0,5335.0
1600.0,5335.0
9531.0,5335.0
9892.0,5335.0
28964.0,5335.0
8615.0,5335.0
7462.0,5335.0
8711.0,5335.0
54822.0,5335.0
30837.0,5335.0
7222.0,5335.0
2904.0,5335.0
4233.0,5335.0
558.0,5335.0
1956.0,5335.0
2057.0,5335.0
2260.0,5335.0
613.0,5335.0
2903.0,5335.0
3643.0,5335.0
2264.0,5335.0
3055.0,5335.0
7984.0,5335.0
5058.0,5604.0
5594.0,5604.0
3265.0,5604.0
2887.0,5604.0
369.0,5604.0
5595.0,5604.0
8904.0,5604.0
131034.0,5604.0
5604.0,5604.0
4609.0,5604.0
6196.0,5604.0
7187.0,5604.0
4216.0,5604.0
5037.0,5604.0
10221.0,5604.0
157310.0,5604.0
23162.0,5604.0
283455.0,5604.0
1956.0,5604.0
5894.0,5604.0
1263.0,5604.0
1020.0,5604.0
673.0,5604.0
57448.0,5604.0
8844.0,5604.0
5058.0,660.0
695.0,660.0
7006.0,660.0
100124696.0,660.0
6714.0,660.0
5747.0,660.0
3791.0,660.0
836.0,660.0
6772.0,660.0
3702.0,660.0
857.0,660.0
6776.0,660.0
5906.0,660.0
11099.0,660.0
5058.0,9459.0
2048.0,9459.0
7532.0,9459.0
28964.0,9459.0
5062.0,9459.0
4068.0,9459.0
8751.0,9459.0
29780.0,9459.0
826.0,9459.0
998.0,9459.0
5058.0,4690.0
3937.0,4690.0
8651.0,4690.0
868.0,4690.0
29760.0,4690.0
4868.0,4690.0
1796.0,4690.0
2321.0,4690.0
3791.0,4690.0
2048.0,4690.0
10657.0,4690.0
9564.0,4690.0
4739.0,4690.0
5586.0,4690.0
9448.0,4690.0
5879.0,4690.0
30837.0,4690.0
1759.0,4690.0
8936.0,4690.0
8976.0,4690.0
5829.0,4690.0
23043.0,4690.0
5062.0,4690.0
10006.0,4690.0
1814.0,4690.0
1398.0,4690.0
8751.0,4690.0
2047.0,4690.0
10188.0,4690.0
51517.0,4690.0
8871.0,4690.0
5063.0,4690.0
8874.0,4690.0
7456.0,4690.0
26999.0,4690.0
9046.0,4690.0
858.0,4690.0
1455.0,4690.0
8894.0,4690.0
29110.0,4690.0
10787.0,4690.0
8892.0,4690.0
50488.0,4690.0
344148.0,4690.0
5058.0,4638.0
5595.0,4638.0
818.0,4638.0
5062.0,4638.0
6840.0,4638.0
5593.0,4638.0
5058.0,3984.0
6093.0,3984.0
5829.0,3984.0
5062.0,3984.0
10298.0,3984.0
3984.0,3984.0
19.0,3984.0
3985.0,3984.0
8476.0,3984.0
9113.0,3984.0
5058.0,5879.0
7409.0,5879.0
397.0,5879.0
7410.0,5879.0
1794.0,5879.0
10451.0,5879.0
836.0,5879.0
398.0,5879.0
5337.0,5879.0
23463.0,5879.0
23616.0,5879.0
9181.0,5879.0
50619.0,5879.0
5910.0,5879.0
23263.0,5879.0
5879.0,5879.0
3556.0,5879.0
1729.0,5879.0
29109.0,5879.0
8936.0,5879.0
752.0,5879.0
840.0,5879.0
6418.0,5879.0
50855.0,5879.0
84552.0,5879.0
8826.0,5879.0
1793.0,5879.0
10788.0,5879.0
84218.0,5879.0
10928.0,5879.0
5062.0,5879.0
6198.0,5879.0
1855.0,5879.0
4952.0,5879.0
8871.0,5879.0
23191.0,5879.0
10458.0,5879.0
23647.0,5879.0
10787.0,5879.0
207.0,5879.0
51330.0,5879.0
55843.0,5879.0
81704.0,5879.0
55561.0,5879.0
56882.0,5879.0
56990.0,5879.0
10811.0,5879.0
55920.0,5879.0
64857.0,5879.0
3459.0,5879.0
1124.0,5879.0
1536.0,5879.0
653361.0,5879.0
5305.0,5879.0
4543.0,5879.0
5058.0,5829.0
4771.0,5829.0
5599.0,5829.0
5747.0,5829.0
836.0,5829.0
5595.0,5829.0
9564.0,5829.0
4739.0,5829.0
367.0,5829.0
10580.0,5829.0
3680.0,5829.0
2932.0,5829.0
10376.0,5829.0
28964.0,5829.0
5829.0,5829.0
5794.0,5829.0
5515.0,5829.0
26986.0,5829.0
1445.0,5829.0
7205.0,5829.0
51807.0,5829.0
6385.0,5829.0
7278.0,5829.0
2047.0,5829.0
50807.0,5829.0
596.0,5829.0
8874.0,5829.0
9815.0,5829.0
8853.0,5829.0
55742.0,5829.0
27175.0,5829.0
2931.0,5829.0
6048.0,5829.0
5058.0,5058.0
5594.0,5058.0
6464.0,5058.0
2885.0,5058.0
9146.0,5058.0
7532.0,5058.0
8655.0,5058.0
8440.0,5058.0
5170.0,5058.0
8470.0,5058.0
51225.0,5058.0
1956.0,5058.0
658.0,5058.0
1020.0,5058.0
8874.0,5058.0
57381.0,5058.0
8851.0,5058.0
90.0,5058.0
4155.0,5058.0
207.0,5058.0
9943.0,5058.0
55003.0,5058.0
984.0,5058.0
9647.0,5058.0
653361.0,5058.0
1826.0,5058.0
5058.0,668.0
5058.0,4771.0
4771.0,4771.0
27352.0,4771.0
29970.0,4771.0
5058.0,10095.0
5058.0,9181.0
5058.0,1457.0
1387.0,1457.0
5300.0,1457.0
7529.0,1457.0
7343.0,1457.0
407.0,1457.0
7184.0,1457.0
1457.0,1457.0
7504.0,1457.0
2570.0,1457.0
5048.0,1457.0
3181.0,1457.0
1855.0,1457.0
7465.0,1457.0
8473.0,1457.0
983.0,1457.0
2972.0,1457.0
4691.0,1457.0
2353.0,1457.0
6125.0,1457.0
1857.0,1457.0
5371.0,1457.0
4676.0,1457.0
5685.0,1457.0
26353.0,1457.0
1460.0,1457.0
1026.0,1457.0
1386.0,1457.0
7150.0,1457.0
1936.0,1457.0
2246.0,1457.0
2247.0,1457.0
3660.0,1457.0
4255.0,1457.0
8091.0,1457.0
9158.0,1457.0
51177.0,1457.0
2312.0,1457.0
10428.0,1457.0
2287.0,1457.0
7054.0,1457.0
5058.0,1459.0
1387.0,1459.0
5300.0,1459.0
1432.0,1459.0
3320.0,1459.0
7184.0,1459.0
10661.0,1459.0
4691.0,1459.0
2353.0,1459.0
466.0,1459.0
4676.0,1459.0
1386.0,1459.0
2246.0,1459.0
2247.0,1459.0
8091.0,1459.0
1448.0,1459.0
6949.0,1459.0
2287.0,1459.0
5058.0,998.0
54206.0,998.0
7409.0,998.0
397.0,998.0
5295.0,998.0
5578.0,998.0
836.0,998.0
5229.0,998.0
398.0,998.0
2316.0,998.0
4983.0,998.0
3895.0,998.0
396.0,998.0
5337.0,998.0
392.0,998.0
57522.0,998.0
50619.0,998.0
85440.0,998.0
5610.0,998.0
8936.0,998.0
8976.0,998.0
4294.0,998.0
840.0,998.0
10988.0,998.0
4216.0,998.0
5590.0,998.0
5582.0,998.0
56288.0,998.0
50855.0,998.0
57787.0,998.0
84552.0,998.0
8826.0,998.0
4296.0,998.0
10788.0,998.0
84218.0,998.0
9322.0,998.0
6780.0,998.0
5062.0,998.0
6198.0,998.0
6453.0,998.0
302.0,998.0
4952.0,998.0
10163.0,998.0
10188.0,998.0
10096.0,998.0
10298.0,998.0
5880.0,998.0
2664.0,998.0
57381.0,998.0
56924.0,998.0
10458.0,998.0
1464.0,998.0
5584.0,998.0
81704.0,998.0
55561.0,998.0
663.0,998.0
148170.0,998.0
10435.0,998.0
64857.0,998.0
4688.0,998.0
2245.0,998.0
23348.0,998.0
10524.0,998.0
5058.0,4086.0
64750.0,4086.0
10140.0,4086.0
4086.0,4086.0
5594.0,4086.0
7046.0,4086.0
4739.0,4086.0
2033.0,4086.0
8554.0,4086.0
4090.0,4086.0
23551.0,4086.0
29068.0,4086.0
8458.0,4086.0
23451.0,4086.0
23090.0,4086.0
5989.0,4086.0
5865.0,4086.0
23592.0,4086.0
201516.0,4086.0
7832.0,4086.0
391.0,4086.0
5911.0,4086.0
5901.0,4086.0
7514.0,4086.0
79753.0,4086.0
58473.0,4086.0
7508.0,4086.0
28996.0,4086.0
10691.0,4086.0
51588.0,4086.0
5880.0,4086.0
9459.0,4086.0
4762.0,4086.0
145258.0,4086.0
392255.0,4086.0
51295.0,4086.0
25925.0,4086.0
90.0,4086.0
10001.0,4086.0
9839.0,4086.0
5692.0,4086.0
4091.0,4086.0
9457.0,4086.0
51560.0,4086.0
55643.0,4086.0
6498.0,4086.0
379.0,4086.0
440275.0,4086.0
55140.0,4086.0
54850.0,4086.0
84085.0,4086.0
3622.0,4086.0
26151.0,4086.0
10113.0,4086.0
84932.0,4086.0
27314.0,4086.0
83871.0,4086.0
23682.0,4086.0
51285.0,4086.0
121268.0,4086.0
6233.0,4086.0
65264.0,4086.0
4853.0,4086.0
51035.0,4086.0
4152.0,4086.0
4221.0,4086.0
5058.0,4087.0
64750.0,4087.0
10140.0,4087.0
5594.0,4087.0
7046.0,4087.0
5599.0,4087.0
5595.0,4087.0
4739.0,4087.0
1387.0,4087.0
4087.0,4087.0
7050.0,4087.0
2033.0,4087.0
4088.0,4087.0
8881.0,4087.0
2969.0,4087.0
815.0,4087.0
5494.0,4087.0
23551.0,4087.0
8312.0,4087.0
7157.0,4087.0
23592.0,4087.0
56288.0,4087.0
10393.0,4087.0
7249.0,4087.0
9372.0,4087.0
5901.0,4087.0
22938.0,4087.0
79753.0,4087.0
6016.0,4087.0
91.0,4087.0
4802.0,4087.0
28996.0,4087.0
3656.0,4087.0
11171.0,4087.0
9392.0,4087.0
51588.0,4087.0
29984.0,4087.0
9459.0,4087.0
9972.0,4087.0
57381.0,4087.0
56850.0,4087.0
145258.0,4087.0
10956.0,4087.0
8928.0,4087.0
10401.0,4087.0
2309.0,4087.0
163126.0,4087.0
1019.0,4087.0
672.0,4087.0
10001.0,4087.0
9839.0,4087.0
51586.0,4087.0
207.0,4087.0
10273.0,4087.0
51362.0,4087.0
55643.0,4087.0
8239.0,4087.0
379.0,4087.0
26286.0,4087.0
55827.0,4087.0
56956.0,4087.0
4005.0,4087.0
81788.0,4087.0
83871.0,4087.0
23682.0,4087.0
51285.0,4087.0
121268.0,4087.0
6233.0,4087.0
2290.0,4087.0
4855.0,4087.0
5678.0,4087.0
5058.0,4089.0
10140.0,4089.0
4086.0,4089.0
5594.0,4089.0
100506658.0,4089.0
6667.0,4089.0
1387.0,4089.0
4089.0,4089.0
4087.0,4089.0
6996.0,4089.0
4088.0,4089.0
10987.0,4089.0
7329.0,4089.0
8554.0,4089.0
4090.0,4089.0
3702.0,4089.0
7332.0,4089.0
22800.0,4089.0
23551.0,4089.0
4654.0,4089.0
8945.0,4089.0
55660.0,4089.0
23090.0,4089.0
5989.0,4089.0
5865.0,4089.0
55729.0,4089.0
1442.0,4089.0
5576.0,4089.0
818.0,4089.0
391.0,4089.0
79753.0,4089.0
163.0,4089.0
1855.0,4089.0
10139.0,4089.0
1111.0,4089.0
91.0,4089.0
9392.0,4089.0
51588.0,4089.0
8767.0,4089.0
2130.0,4089.0
2192.0,4089.0
5880.0,4089.0
29984.0,4089.0
57381.0,4089.0
55872.0,4089.0
7750.0,4089.0
10733.0,4089.0
8928.0,4089.0
10401.0,4089.0
1602.0,4089.0
2309.0,4089.0
10272.0,4089.0
55802.0,4089.0
114790.0,4089.0
1745.0,4089.0
51295.0,4089.0
163126.0,4089.0
25925.0,4089.0
2099.0,4089.0
672.0,4089.0
207.0,4089.0
10783.0,4089.0
8239.0,4089.0
2335.0,4089.0
323.0,4089.0
221079.0,4089.0
440275.0,4089.0
84085.0,4089.0
55030.0,4089.0
3068.0,4089.0
9027.0,4089.0
4893.0,4089.0
81788.0,4089.0
5872.0,4089.0
57111.0,4089.0
84932.0,4089.0
83871.0,4089.0
23682.0,4089.0
51285.0,4089.0
121268.0,4089.0
6233.0,4089.0
8021.0,4089.0
2290.0,4089.0
4855.0,4089.0
65264.0,4089.0
5575.0,4089.0
84206.0,4089.0
54440.0,4089.0
60676.0,4089.0
5058.0,57154.0
4086.0,57154.0
100506658.0,57154.0
4088.0,57154.0
85415.0,57154.0
6242.0,57154.0
23551.0,57154.0
9070.0,57154.0
7266.0,57154.0
6016.0,57154.0
163.0,57154.0
1856.0,57154.0
1459.0,57154.0
10291.0,57154.0
3656.0,57154.0
8767.0,57154.0
2120.0,57154.0
3987.0,57154.0
56850.0,57154.0
